pruid,prname,prnameFR,date,update,numconf,numprob,numdeaths,numtotal,numtested,numtests,numrecover,percentrecover,ratetested,ratetests,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numteststoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,numtotal_last7,ratetotal_last7,numdeaths_last7,ratedeaths_last7,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
11,Prince Edward Island,Île-du-Prince-Édouard,9/19/2020,,57,0,0,57,33379,,56,98.25,209109,,0,0,35.71,0,0,0,326,,0,1.75,1,0.63,10,6.26,0,0,2,1.25,0,0,0,0.18,0,0
60,Yukon,Yukon,9/19/2020,,15,0,0,15,3049,,15,100,72505,,0,0,35.67,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,9/19/2020,,5,0,0,5,3944,,5,100,87332,,0,0,11.07,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,9/19/2020,,142774,0,9241,142774,6554147,,124187,86.98,172454,,863,0.61,375.67,24.32,6,6.47,64345,,464,6.55,9346,24.59,11279,29.68,73,0.19,6633,17.45,46,0.12,948,2.49,7,0.02
59,British Columbia,Colombie-Britannique,9/20/2020,,7842,0,223,7842,383264,,5797,73.92,74453,,0,0,152.34,4.33,0,2.84,4113,,0,23.23,1822,35.39,1680,32.64,12,0.23,880,17.09,10,0.19,126,2.44,1,0.03
48,Alberta,Alberta,9/20/2020,,16381,0,255,16381,909443,,14702,89.75,205669,,0,0,370.45,5.77,0,1.56,0,,0,8.69,1424,32.2,1907,43.13,13,0.29,966,21.85,2,0.05,138,3.12,0,0.01
47,Saskatchewan,Saskatchewan,9/20/2020,,1807,0,24,1807,144178,,1643,90.92,122321,,20,1.12,153.31,2.04,0,1.33,1961,,1,7.75,140,11.88,156,13.24,0,0,81,6.87,0,0,12,0.98,0,0
46,Manitoba,Manitoba,9/20/2020,,1586,0,16,1586,157071,,1216,76.67,113880,,28,1.8,114.99,1.16,0,1.01,0,,5,22.32,354,25.67,263,19.07,0,0,158,11.46,0,0,23,1.64,0,0
35,Ontario,Ontario,9/20/2020,,46849,0,2857,46849,3432561,,40968,87.45,232968,,365,0.79,317.96,19.39,1,6.1,38815,,191,6.45,3024,20.52,3688,25.03,19,0.13,2345,15.92,17,0.12,335,2.27,2,0.02
24,Quebec,Québec,9/20/2020,,67542,0,5802,67542,1361889,,58796,87.05,158829,,462,0.69,787.7,67.67,5,8.59,17574,,306,4.36,2944,34.33,4045,47.17,33,0.38,2556,29.81,22,0.26,365,4.26,3,0.04
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,9/20/2020,,272,0,3,272,37833,,268,98.53,72463,,0,0,52.1,0.57,0,1.1,564,,1,0.37,1,0.19,2,0.38,0,0,1,0.19,0,0,0,0.03,0,0
13,New Brunswick,Nouveau-Brunswick,9/20/2020,,194,0,2,194,60681,,191,98.45,77649,,0,0,24.82,0.26,0,1.03,407,,0,0.52,1,0.13,2,0.26,0,0,1,0.13,0,0,0,0.02,0,0
12,Nova Scotia,Nouvelle-Écosse,9/20/2020,,1086,0,65,1086,88584,,1021,94.01,90452,,0,0,110.89,6.64,0,5.99,569,,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,9/20/2020,,57,0,0,57,33680,,56,98.25,210995,,0,0,35.71,0,0,0,301,,0,1.75,1,0.63,10,6.26,0,0,2,1.25,0,0,0,0.18,0,0
60,Yukon,Yukon,9/20/2020,,15,0,0,15,3049,,15,100,72505,,0,0,35.67,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,9/20/2020,,5,0,0,5,3944,,5,100,87332,,0,0,11.07,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,9/20/2020,,143649,0,9247,143649,6618481,,124691,86.8,174147,,875,0.61,377.97,24.33,6,6.44,64334,,504,6.76,9711,25.55,11754,30.93,77,0.2,6990,18.39,51,0.13,999,2.63,7,0.02
59,British Columbia,Colombie-Britannique,9/21/2020,,8208,0,227,8208,386437,,5792,70.57,75070,,366,4.67,159.45,4.41,4,2.77,3173,,5,26.67,2189,42.52,2046,39.75,16,0.31,929,18.05,8,0.16,133,2.58,1,0.02
48,Alberta,Alberta,9/21/2020,,16739,0,256,16739,932912,,15024,89.75,210977,,358,2.19,378.55,5.79,1,1.53,23469,,322,8.72,1459,33,2265,51.22,14,0.32,906,20.49,2,0.05,129,2.93,0,0.01
47,Saskatchewan,Saskatchewan,9/21/2020,,1814,0,24,1814,145600,,1645,90.68,123528,,7,0.39,153.9,2.04,0,1.32,1422,,2,7.99,145,12.3,152,12.9,0,0,83,7.04,0,0,12,1.01,0,0
46,Manitoba,Manitoba,9/21/2020,,1608,0,18,1608,161953,,1227,76.31,117420,,22,1.39,116.58,1.31,2,1.12,4882,,11,22.57,363,26.32,270,19.58,2,0.15,159,11.53,2,0.15,23,1.65,0,0.02
35,Ontario,Ontario,9/21/2020,,47274,0,2859,47274,3463275,,41146,87.04,235053,,425,0.91,320.85,19.4,2,6.05,30714,,178,6.92,3269,22.19,4113,27.91,21,0.14,2457,16.68,18,0.12,351,2.38,3,0.02
24,Quebec,Québec,9/21/2020,,68128,0,5804,68128,1376247,,59131,86.79,160503,,586,0.87,794.54,67.69,2,8.52,14358,,335,4.69,3193,37.24,4415,51.49,34,0.4,2866,33.42,24,0.28,409,4.77,3,0.04
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,9/21/2020,,272,0,3,272,38139,,268,98.53,73049,,0,0,52.1,0.57,0,1.1,306,,0,0.37,1,0.19,2,0.38,0,0,1,0.19,0,0,0,0.03,0,0
13,New Brunswick,Nouveau-Brunswick,9/21/2020,,196,0,2,196,61198,,191,97.45,78311,,2,1.03,25.08,0.26,0,1.02,517,,0,1.53,3,0.38,4,0.51,0,0,2,0.26,0,0,0,0.04,0,0
12,Nova Scotia,Nouvelle-Écosse,9/21/2020,,1086,0,65,1086,89084,,1021,94.01,90962,,0,0,110.89,6.64,0,5.99,500,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,9/21/2020,,57,0,0,57,33979,,56,98.25,212868,,0,0,35.71,0,0,0,299,,0,1.75,1,0.63,6,3.76,0,0,2,1.25,0,0,0,0.18,0,0
60,Yukon,Yukon,9/21/2020,,15,0,0,15,3134,,15,100,74527,,0,0,35.67,0,0,0,85,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,9/21/2020,,5,0,0,5,3944,,5,100,87332,,0,0,11.07,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,9/21/2020,,145415,0,9258,145415,6698234,,125534,86.33,176245,,1766,1.23,382.62,24.36,11,6.37,79753,,843,7.31,10623,27.95,13273,34.92,87,0.23,7405,19.48,54,0.14,1058,2.78,8,0.02
59,British Columbia,Colombie-Britannique,9/22/2020,,8304,0,227,8304,391990,,6589,79.35,76148,,96,1.17,161.31,4.41,0,2.73,5553,,797,17.92,1488,28.91,1713,33.28,14,0.27,928,18.03,8,0.16,133,2.58,1,0.02
48,Alberta,Alberta,9/22/2020,,16889,0,258,16889,942342,,15066,89.21,213109,,150,0.9,381.94,5.83,2,1.53,9430,,42,9.27,1565,35.39,1796,40.62,11,0.25,932,21.08,4,0.09,133,3.01,1,0.01
47,Saskatchewan,Saskatchewan,9/22/2020,,1824,0,24,1824,146883,,1654,90.68,124616,,10,0.55,154.75,2.04,0,1.32,1283,,9,8,146,12.39,155,13.15,0,0,83,7.04,0,0,12,1.01,0,0
46,Manitoba,Manitoba,9/22/2020,,1632,0,18,1632,163186,,1234,75.61,118314,,24,1.49,118.32,1.31,0,1.1,1233,,7,23.28,380,27.55,283,20.52,2,0.15,166,12.04,2,0.15,24,1.72,0,0.02
35,Ontario,Ontario,9/22/2020,,47752,0,2862,47752,3496348,,41342,86.58,237298,,478,1.01,324.09,19.42,3,5.99,33073,,196,7.43,3548,24.08,4216,28.61,24,0.16,2684,18.22,12,0.08,383,2.6,2,0.01
24,Quebec,Québec,9/22/2020,,68617,0,5805,68617,1392424,,59450,86.64,162390,,489,0.72,800.24,67.7,1,8.46,16177,,319,4.9,3362,39.21,4741,55.29,35,0.41,3063,35.72,20,0.23,438,5.1,3,0.03
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,9/22/2020,,272,0,3,272,38598,,268,98.53,73928,,0,0,52.1,0.57,0,1.1,459,,0,0.37,1,0.19,2,0.38,0,0,1,0.19,0,0,0,0.03,0,0
13,New Brunswick,Nouveau-Brunswick,9/22/2020,,196,0,2,196,61681,,191,97.45,78929,,0,0,25.08,0.26,0,1.02,483,,0,1.53,3,0.38,4,0.51,0,0,2,0.26,0,0,0,0.04,0,0
12,Nova Scotia,Nouvelle-Écosse,9/22/2020,,1087,0,65,1087,89617,,1021,93.93,91507,,1,0.09,110.99,6.64,0,5.98,533,,0,0.09,1,0.1,1,0.1,0,0,1,0.1,0,0,0,0.01,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,9/22/2020,,57,0,0,57,34165,,56,98.25,214033,,0,0,35.71,0,0,0,186,,0,1.75,1,0.63,4,2.51,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,9/22/2020,,15,0,0,15,3185,,15,100,75740,,0,0,35.67,0,0,0,51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,9/22/2020,,5,0,0,5,4218,,5,100,93399,,0,0,11.07,0,0,0,274,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,9/22/2020,,146663,0,9264,146663,6766982,,126904,86.53,178054,,1248,0.86,385.9,24.38,6,6.32,68748,,1370,7.16,10495,27.61,12915,33.98,86,0.23,7860,20.68,46,0.12,1123,2.95,7,0.02
59,British Columbia,Colombie-Britannique,9/23/2020,,8395,0,227,8395,396474,,6769,80.63,77019,,91,1.1,163.08,4.41,0,2.7,4484,,180,16.66,1399,27.18,1704,33.1,14,0.27,897,17.43,8,0.16,128,2.49,1,0.02
48,Alberta,Alberta,9/23/2020,,17032,0,260,17032,950201,,15252,89.55,214886,,143,0.85,385.18,5.88,2,1.53,7859,,186,8.92,1520,34.37,1841,41.63,12,0.27,904,20.44,6,0.14,129,2.92,1,0.02
47,Saskatchewan,Saskatchewan,9/23/2020,,1830,0,24,1830,148067,,1673,91.42,125621,,6,0.33,155.26,2.04,0,1.31,1184,,19,7.27,133,11.28,160,13.57,0,0,79,6.7,0,0,11,0.96,0,0
46,Manitoba,Manitoba,9/23/2020,,1674,0,18,1674,164875,,1238,73.95,119538,,42,2.57,121.37,1.31,0,1.08,1689,,4,24.97,418,30.31,309,22.4,2,0.15,185,13.41,2,0.15,26,1.92,0,0.02
35,Ontario,Ontario,9/23/2020,,48087,0,2865,48087,3530626,,41600,86.51,239624,,335,0.7,326.37,19.44,3,5.96,34278,,258,7.53,3622,24.58,4402,29.88,27,0.18,2704,18.35,13,0.09,386,2.62,2,0.01
24,Quebec,Québec,9/23/2020,,69088,0,5809,69088,1407194,,59686,86.39,164112,,471,0.69,805.73,67.75,4,8.41,14770,,236,5.2,3593,41.9,5032,58.69,38,0.44,3231,37.68,21,0.24,462,5.38,3,0.03
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,9/23/2020,,272,0,3,272,38959,,268,98.53,74619,,0,0,52.1,0.57,0,1.1,361,,0,0.37,1,0.19,2,0.38,0,0,1,0.19,0,0,0,0.03,0,0
13,New Brunswick,Nouveau-Brunswick,9/23/2020,,197,0,2,197,62333,,191,96.95,79763,,1,0.51,25.21,0.26,0,1.02,652,,0,2.03,4,0.51,5,0.64,0,0,3,0.38,0,0,0,0.05,0,0
12,Nova Scotia,Nouvelle-Écosse,9/23/2020,,1087,0,65,1087,90196,,1021,93.93,92098,,0,0,110.99,6.64,0,5.98,579,,0,0.09,1,0.1,1,0.1,0,0,1,0.1,0,0,0,0.01,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,9/23/2020,,58,0,0,58,34861,,57,98.28,218393,,1,1.75,36.34,0,0,0,696,,1,1.72,1,0.63,3,1.88,0,0,1,0.63,0,0,0,0.09,0,0
60,Yukon,Yukon,9/23/2020,,15,0,0,15,3214,,15,100,76429,,0,0,35.67,0,0,0,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,9/23/2020,,5,0,0,5,4302,,5,100,95259,,0,0,11.07,0,0,0,84,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,9/23/2020,,147753,0,9273,147753,6833661,,127788,86.49,179808,,1090,0.74,388.77,24.4,9,6.28,66679,,884,7.24,10692,28.13,13459,35.41,93,0.24,8006,21.07,50,0.13,1144,3.01,7,0.02
59,British Columbia,Colombie-Britannique,9/24/2020,,8543,0,229,8543,401444,,6917,80.97,77985,,148,1.76,165.96,4.45,2,2.68,4970,,148,16.35,1397,27.14,1713,33.28,16,0.31,880,17.09,9,0.17,126,2.44,1,0.02
48,Alberta,Alberta,9/24/2020,,17190,0,261,17190,958534,,15467,89.98,216771,,158,0.93,388.75,5.9,1,1.52,8333,,215,8.5,1462,33.06,1886,42.65,8,0.18,916,20.72,7,0.16,131,2.96,1,0.02
47,Saskatchewan,Saskatchewan,9/24/2020,,1835,0,24,1835,149256,,1681,91.61,126630,,5,0.27,155.68,2.04,0,1.31,1189,,8,7.08,130,11.03,159,13.49,0,0,78,6.62,0,0,11,0.95,0,0
46,Manitoba,Manitoba,9/24/2020,,1711,0,19,1711,166556,,1243,72.65,120757,,37,2.21,124.05,1.38,1,1.11,1681,,5,26.24,449,32.55,333,24.14,3,0.22,211,15.3,3,0.22,30,2.19,0,0.03
35,Ontario,Ontario,9/24/2020,,48496,0,2866,48496,3560258,,41886,86.37,241635,,409,0.85,329.14,19.45,1,5.91,29632,,286,7.72,3744,25.41,4641,31.5,27,0.18,2820,19.14,11,0.07,403,2.73,2,0.01
24,Quebec,Québec,9/24/2020,,69670,0,5810,69670,1426245,,59943,86.04,166334,,582,0.84,812.52,67.76,1,8.34,19051,,257,5.62,3917,45.68,5426,63.28,37,0.43,3314,38.65,19,0.22,473,5.52,3,0.03
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,9/24/2020,,272,0,3,272,39543,,268,98.53,75738,,0,0,52.1,0.57,0,1.1,584,,0,0.37,1,0.19,2,0.38,0,0,1,0.19,0,0,0,0.03,0,0
13,New Brunswick,Nouveau-Brunswick,9/24/2020,,199,0,2,199,62868,,191,95.98,80448,,2,1.02,25.46,0.26,0,1.01,535,,0,3.02,6,0.77,6,0.77,0,0,5,0.64,0,0,1,0.09,0,0
12,Nova Scotia,Nouvelle-Écosse,9/24/2020,,1087,0,65,1087,91089,,1021,93.93,93010,,0,0,110.99,6.64,0,5.98,893,,0,0.09,1,0.1,1,0.1,0,0,1,0.1,0,0,0,0.01,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,9/24/2020,,58,0,0,58,35466,,57,98.28,222183,,0,0,36.34,0,0,0,605,,0,1.72,1,0.63,3,1.88,0,0,1,0.63,0,0,0,0.09,0,0
60,Yukon,Yukon,9/24/2020,,15,0,0,15,3259,,15,100,77499,,0,0,35.67,0,0,0,45,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,9/24/2020,,5,0,0,5,4354,,5,100,96411,,0,0,11.07,0,0,0,52,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,9/24/2020,,149094,0,9279,149094,6901251,,128707,86.33,181587,,1341,0.91,392.3,24.42,6,6.22,67590,,919,7.45,11108,29.23,14170,37.28,91,0.24,8227,21.65,49,0.13,1175,3.09,7,0.02
59,British Columbia,Colombie-Britannique,9/25/2020,,8641,0,230,8641,407044,,7036,81.43,79073,,98,1.15,167.86,4.47,1,2.66,5600,,119,15.91,1375,26.71,1679,32.62,17,0.33,799,15.52,7,0.14,114,2.22,1,0.02
48,Alberta,Alberta,9/25/2020,,17343,0,261,17343,968031,,15585,89.86,218919,,153,0.89,392.21,5.9,0,1.5,9497,,118,8.63,1497,33.85,1928,43.6,8,0.18,962,21.76,6,0.14,137,3.11,1,0.02
47,Saskatchewan,Saskatchewan,9/25/2020,,1846,0,24,1846,150613,,1699,92.04,127781,,11,0.6,156.62,2.04,0,1.3,1357,,18,6.66,123,10.44,158,13.4,0,0,70,5.94,0,0,10,0.85,0,0
46,Manitoba,Manitoba,9/25/2020,,1764,0,19,1764,168637,,1258,71.32,122266,,53,3.1,127.89,1.38,0,1.08,2081,,15,27.61,487,35.31,371,26.9,3,0.22,224,16.24,3,0.22,32,2.32,0,0.03
35,Ontario,Ontario,9/25/2020,,48905,0,2867,48905,3600754,,42169,86.23,244384,,409,0.84,331.92,19.46,1,5.86,40496,,283,7.91,3869,26.26,4837,32.83,29,0.2,2828,19.19,12,0.08,404,2.74,2,0.01
24,Quebec,Québec,9/25/2020,,70307,0,5814,70307,1442772,,60256,85.7,168262,,637,0.91,819.95,67.81,4,8.27,16527,,313,6.03,4237,49.41,5844,68.16,40,0.47,3654,42.61,22,0.26,522,6.09,3,0.04
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,9/25/2020,,272,0,3,272,40103,,268,98.53,76811,,0,0,52.1,0.57,0,1.1,560,,0,0.37,1,0.19,2,0.38,0,0,0,0,0,0,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,9/25/2020,,200,0,2,200,63507,,191,95.5,81265,,1,0.5,25.59,0.26,0,1,639,,0,3.5,7,0.9,7,0.9,0,0,6,0.77,0,0,1,0.11,0,0
12,Nova Scotia,Nouvelle-Écosse,9/25/2020,,1087,0,65,1087,91878,,1021,93.93,93815,,0,0,110.99,6.64,0,5.98,789,,0,0.09,1,0.1,1,0.1,0,0,1,0.1,0,0,0,0.01,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,9/25/2020,,58,0,0,58,35813,,57,98.28,224357,,0,0,36.34,0,0,0,347,,0,1.72,1,0.63,3,1.88,0,0,1,0.63,0,0,0,0.09,0,0
60,Yukon,Yukon,9/25/2020,,15,0,0,15,3280,,15,100,77999,,0,0,35.67,0,0,0,21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,9/25/2020,,5,0,0,5,4404,,5,100,97518,,0,0,11.07,0,0,0,50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,9/25/2020,,150456,0,9285,150456,6979242,,129573,86.12,183639,,1362,0.91,395.88,24.43,6,6.17,77991,,866,7.71,11598,30.52,14830,39.02,97,0.26,8545,22.48,50,0.13,1221,3.21,7,0.02
59,British Columbia,Colombie-Britannique,9/26/2020,,8641,0,230,8641,412563,,7036,81.43,80145,,0,0,167.86,4.47,0,2.66,5519,,0,15.91,1375,26.71,1679,32.62,17,0.33,799,15.52,7,0.14,114,2.22,1,0.02
48,Alberta,Alberta,9/26/2020,,17343,0,261,17343,968031,,15585,89.86,218919,,0,0,392.21,5.9,0,1.5,0,,0,8.63,1497,33.85,1928,43.6,8,0.18,962,21.76,6,0.14,137,3.11,1,0.02
47,Saskatchewan,Saskatchewan,9/26/2020,,1863,0,24,1863,152985,,1705,91.52,129793,,17,0.92,158.06,2.04,0,1.29,2372,,6,7.19,134,11.37,154,13.07,0,0,76,6.45,0,0,11,0.92,0,0
46,Manitoba,Manitoba,9/26/2020,,1829,0,19,1829,168637,,1265,69.16,122266,,65,3.68,132.61,1.38,0,1.04,0,,7,29.8,545,39.51,419,30.38,3,0.22,271,19.65,3,0.22,39,2.81,0,0.03
35,Ontario,Ontario,9/26/2020,,49340,0,2867,49340,3642578,,42507,86.15,247222,,435,0.89,334.87,19.46,0,5.81,41824,,338,8.04,3966,26.92,5040,34.21,28,0.19,2856,19.38,11,0.07,408,2.77,2,0.01
24,Quebec,Québec,9/26/2020,,71005,0,5821,71005,1460959,,60660,85.43,170383,,698,0.99,828.09,67.89,7,8.2,18187,,404,6.37,4524,52.76,6298,73.45,41,0.48,3925,45.77,24,0.28,561,6.54,3,0.04
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,9/26/2020,,272,0,3,272,40513,,268,98.53,77596,,0,0,52.1,0.57,0,1.1,410,,0,0.37,1,0.19,1,0.19,0,0,0,0,0,0,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,9/26/2020,,200,0,2,200,64149,,191,95.5,82087,,0,0,25.59,0.26,0,1,642,,0,3.5,7,0.9,7,0.9,0,0,6,0.77,0,0,1,0.11,0,0
12,Nova Scotia,Nouvelle-Écosse,9/26/2020,,1087,0,65,1087,92618,,1021,93.93,94571,,0,0,110.99,6.64,0,5.98,740,,0,0.09,1,0.1,1,0.1,0,0,1,0.1,0,0,0,0.01,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,9/26/2020,,58,0,0,58,36303,,57,98.28,227427,,0,0,36.34,0,0,0,490,,0,1.72,1,0.63,3,1.88,0,0,1,0.63,0,0,0,0.09,0,0
60,Yukon,Yukon,9/26/2020,,15,0,0,15,3280,,15,100,77999,,0,0,35.67,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,9/26/2020,,5,0,0,5,4404,,5,100,97518,,0,0,11.07,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,9/26/2020,,151671,0,9292,151671,7049458,,130328,85.93,185486,,1215,0.81,399.08,24.45,7,6.13,70216,,755,7.95,12051,31.71,15530,40.86,97,0.26,8897,23.41,51,0.13,1271,3.34,7,0.02
59,British Columbia,Colombie-Britannique,9/27/2020,,8641,0,230,8641,418746,,7036,81.43,81346,,0,0,167.86,4.47,0,2.66,6183,,0,15.91,1375,26.71,1679,32.62,17,0.33,799,15.52,7,0.14,114,2.22,1,0.02
48,Alberta,Alberta,9/27/2020,,17343,0,261,17343,968031,,15585,89.86,218919,,0,0,392.21,5.9,0,1.5,0,,0,8.63,1497,33.85,1928,43.6,8,0.18,962,21.76,6,0.14,137,3.11,1,0.02
47,Saskatchewan,Saskatchewan,9/27/2020,,1878,0,24,1878,155023,,1710,91.05,131522,,15,0.81,159.33,2.04,0,1.28,2038,,5,7.67,144,12.22,152,12.9,0,0,71,6.02,0,0,10,0.86,0,0
46,Manitoba,Manitoba,9/27/2020,,1880,0,19,1880,168637,,1272,67.66,122266,,51,2.79,136.3,1.38,0,1.01,0,,7,31.33,589,42.7,452,32.77,3,0.22,294,21.32,3,0.22,42,3.05,0,0.03
35,Ontario,Ontario,9/27/2020,,49831,0,2869,49831,3683697,,42796,85.88,250013,,491,1,338.2,19.47,2,5.76,41119,,289,8.36,4166,28.27,5327,36.15,29,0.2,2982,20.24,12,0.08,426,2.89,2,0.01
24,Quebec,Québec,9/27/2020,,71901,0,5825,71901,1477797,,61129,85.02,172346,,896,1.26,838.54,67.93,4,8.1,16838,,469,6.88,4947,57.69,6915,80.65,45,0.52,4359,50.84,23,0.27,623,7.26,3,0.04
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,9/27/2020,,273,0,3,273,40906,,268,98.17,78349,,1,0.37,52.29,0.57,0,1.1,393,,0,0.73,2,0.38,2,0.38,0,0,1,0.19,0,0,0,0.03,0,0
13,New Brunswick,Nouveau-Brunswick,9/27/2020,,200,0,2,200,64749,,191,95.5,82855,,0,0,25.59,0.26,0,1,600,,0,3.5,7,0.9,7,0.9,0,0,6,0.77,0,0,1,0.11,0,0
12,Nova Scotia,Nouvelle-Écosse,9/27/2020,,1087,0,65,1087,93507,,1021,93.93,95479,,0,0,110.99,6.64,0,5.98,889,,0,0.09,1,0.1,1,0.1,0,0,1,0.1,0,0,0,0.01,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,9/27/2020,,58,0,0,58,36464,,57,98.28,228435,,0,0,36.34,0,0,0,161,,0,1.72,1,0.63,3,1.88,0,0,1,0.63,0,0,0,0.09,0,0
60,Yukon,Yukon,9/27/2020,,15,0,0,15,3280,,15,100,77999,,0,0,35.67,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,9/27/2020,,5,0,0,5,4404,,5,100,97518,,0,0,11.07,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,9/27/2020,,153125,0,9298,153125,7117709,,131098,85.62,187282,,1454,0.96,402.9,24.47,6,6.07,68251,,770,8.31,12729,33.49,16466,43.33,102,0.27,9476,24.93,51,0.13,1354,3.56,7,0.02
59,British Columbia,Colombie-Britannique,9/28/2020,,8908,0,233,8908,422878,,7346,82.47,82149,,267,3.09,173.05,4.53,3,2.62,4132,,310,14.92,1329,25.82,1629,31.65,14,0.27,700,13.6,6,0.12,100,1.94,1,0.02
48,Alberta,Alberta,9/28/2020,,17749,0,265,17749,1001638,,15935,89.78,226519,,406,2.34,401.39,5.99,4,1.49,33607,,350,8.73,1549,35.03,1916,43.33,11,0.25,1010,22.84,9,0.2,144,3.26,1,0.03
47,Saskatchewan,Saskatchewan,9/28/2020,,1892,0,24,1892,156720,,1719,90.86,132962,,14,0.75,160.52,2.04,0,1.27,1697,,9,7.88,149,12.64,161,13.66,0,0,78,6.62,0,0,11,0.95,0,0
46,Manitoba,Manitoba,9/28/2020,,1919,0,20,1919,174984,,1281,66.75,126868,,39,2.07,139.13,1.45,1,1.04,6347,,9,32.2,618,44.81,470,34.08,4,0.29,311,22.55,2,0.15,44,3.22,0,0.02
35,Ontario,Ontario,9/28/2020,,50531,0,2870,50531,3723464,,43127,85.35,252712,,700,1.4,342.95,19.48,1,5.68,39767,,331,8.97,4534,30.77,5714,38.78,29,0.2,3257,22.11,11,0.07,465,3.16,2,0.01
24,Quebec,Québec,9/28/2020,,72651,0,5826,72651,1492789,,61629,84.83,174095,,750,1.04,847.28,67.95,1,8.02,14992,,500,7.15,5196,60.6,7389,86.17,46,0.54,4523,52.75,22,0.26,646,7.54,3,0.04
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,9/28/2020,,273,0,3,273,41130,,268,98.17,78778,,0,0,52.29,0.57,0,1.1,224,,0,0.73,2,0.38,2,0.38,0,0,1,0.19,0,0,0,0.03,0,0
13,New Brunswick,Nouveau-Brunswick,9/28/2020,,200,0,2,200,65428,,191,95.5,83724,,0,0,25.59,0.26,0,1,679,,0,3.5,7,0.9,6,0.77,0,0,4,0.51,0,0,1,0.07,0,0
12,Nova Scotia,Nouvelle-Écosse,9/28/2020,,1087,0,65,1087,94198,,1021,93.93,96184,,0,0,110.99,6.64,0,5.98,691,,0,0.09,1,0.1,1,0.1,0,0,1,0.1,0,0,0,0.01,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,9/28/2020,,58,0,0,58,36605,,57,98.28,229319,,0,0,36.34,0,0,0,141,,0,1.72,1,0.63,3,1.88,0,0,1,0.63,0,0,0,0.09,0,0
60,Yukon,Yukon,9/28/2020,,15,0,0,15,3342,,15,100,79473,,0,0,35.67,0,0,0,62,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
