pruid,prname,prnameFR,date,update,numconf,numprob,numdeaths,numtotal,numtested,numtests,numrecover,percentrecover,ratetested,ratetests,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numteststoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,numtotal_last7,ratetotal_last7,numdeaths_last7,ratedeaths_last7,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
61,Northwest Territories,Territoires du Nord-Ouest,9/28/2020,,5,0,0,5,4464,,5,100,98846,,0,0,11.07,0,0,0,60,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,9/28/2020,,155301,0,9308,155301,7220108,,132607,85.39,189977,,2176,1.42,408.63,24.49,10,5.99,102399,,1509,8.62,13386,35.22,17291,45.5,104,0.27,9886,26.01,50,0.13,1412,3.72,7,0.02
59,British Columbia,Colombie-Britannique,9/29/2020,,9013,0,234,9013,429637,,7485,83.05,83462,,105,1.18,175.09,4.55,1,2.6,6759,,139,14.36,1294,25.14,1637,31.8,15,0.29,709,13.77,7,0.14,101,1.97,1,0.02
48,Alberta,Alberta,9/29/2020,,17909,0,266,17909,1012136,,16072,89.74,228893,,160,0.9,405.01,6.02,1,1.49,10498,,137,8.77,1571,35.53,1952,44.14,12,0.27,1020,23.07,8,0.18,146,3.3,1,0.03
47,Saskatchewan,Saskatchewan,9/29/2020,,1899,0,24,1899,157787,,1737,91.47,133867,,7,0.37,161.11,2.04,0,1.26,1067,,18,7.27,138,11.71,158,13.4,0,0,75,6.36,0,0,11,0.91,0,0
46,Manitoba,Manitoba,9/29/2020,,1953,0,20,1953,176888,,1327,67.95,128248,,34,1.77,141.6,1.45,0,1.02,1904,,46,31.03,606,43.94,487,35.31,4,0.29,321,23.27,2,0.15,46,3.32,0,0.02
35,Ontario,Ontario,9/29/2020,,51085,0,2874,51085,3760584,,43450,85.05,255231,,554,1.1,346.71,19.51,4,5.63,37120,,323,9.32,4761,32.31,6017,40.84,24,0.16,3333,22.62,12,0.08,476,3.23,2,0.01
24,Quebec,Québec,9/29/2020,,73450,0,5833,73450,1508322,,62095,84.54,175906,,799,1.1,856.6,68.03,7,7.94,15533,,466,7.52,5522,64.4,7896,92.09,48,0.56,4833,56.36,28,0.33,690,8.05,4,0.05
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,9/29/2020,,273,0,3,273,41471,,268,98.17,79431,,0,0,52.29,0.57,0,1.1,341,,0,0.73,2,0.38,2,0.38,0,0,1,0.19,0,0,0,0.03,0,0
13,New Brunswick,Nouveau-Brunswick,9/29/2020,,200,0,2,200,66144,,192,96,84640,,0,0,25.59,0.26,0,1,716,,1,3,6,0.77,6,0.77,0,0,4,0.51,0,0,1,0.07,0,0
12,Nova Scotia,Nouvelle-Écosse,9/29/2020,,1087,0,65,1087,94803,,1021,93.93,96802,,0,0,110.99,6.64,0,5.98,605,,0,0.09,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,9/29/2020,,59,0,0,59,36875,,57,96.61,231010,,1,1.72,36.96,0,0,0,270,,0,3.39,2,1.25,2,1.25,0,0,2,1.25,0,0,0,0.18,0,0
60,Yukon,Yukon,9/29/2020,,15,0,0,15,3376,,15,100,80282,,0,0,35.67,0,0,0,34,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,9/29/2020,,5,0,0,5,4513,,5,100,99931,,0,0,11.07,0,0,0,49,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,9/29/2020,,156961,0,9321,156961,7295024,,133737,85.2,191948,,1660,1.07,413,24.53,13,5.94,74916,,1130,8.86,13903,36.58,18158,47.78,103,0.27,10298,27.1,57,0.15,1471,3.87,8,0.02
59,British Columbia,Colombie-Britannique,9/30/2020,,9138,0,234,9138,433803,,7591,83.07,84271,,125,1.39,177.52,4.55,0,2.56,4166,,106,14.37,1313,25.51,1640,31.86,15,0.29,743,14.43,7,0.14,106,2.06,1,0.02
48,Alberta,Alberta,9/30/2020,,18062,0,267,18062,1012136,,16213,89.76,228893,,153,0.85,408.47,6.04,1,1.48,0,,141,8.76,1582,35.78,1934,43.74,13,0.29,1030,23.29,7,0.16,147,3.33,1,0.02
47,Saskatchewan,Saskatchewan,9/30/2020,,1913,0,24,1913,158711,,1750,91.48,134651,,14,0.74,162.3,2.04,0,1.25,924,,13,7.27,139,11.79,162,13.74,0,0,83,7.04,0,0,12,1.01,0,0
46,Manitoba,Manitoba,9/30/2020,,1993,0,20,1993,178777,,1374,68.94,129618,,40,2.05,144.5,1.45,0,1,1889,,47,30.06,599,43.43,504,36.54,4,0.29,319,23.13,2,0.15,46,3.3,0,0.02
35,Ontario,Ontario,9/30/2020,,51710,0,2878,51710,3795168,,43907,84.91,257579,,625,1.22,350.96,19.53,4,5.57,34584,,457,9.52,4925,33.43,6327,42.94,26,0.18,3623,24.59,13,0.09,518,3.51,2,0.01
24,Quebec,Québec,9/30/2020,,74288,0,5834,74288,1524727,,62564,84.22,177820,,838,1.14,866.38,68.04,1,7.85,16405,,469,7.93,5890,68.69,8431,98.33,46,0.54,5200,60.64,25,0.29,743,8.66,4,0.04
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,9/30/2020,,274,0,3,274,42005,,269,98.18,80453,,1,0.37,52.48,0.57,0,1.09,534,,1,0.73,2,0.38,3,0.57,0,0,2,0.38,0,0,0,0.05,0,0
13,New Brunswick,Nouveau-Brunswick,9/30/2020,,200,0,2,200,66947,,192,96,85667,,0,0,25.59,0.26,0,1,803,,0,3,6,0.77,6,0.77,0,0,3,0.38,0,0,0,0.05,0,0
12,Nova Scotia,Nouvelle-Écosse,9/30/2020,,1088,0,65,1088,95574,,1021,93.84,97589,,1,0.09,111.09,6.64,0,5.97,771,,0,0.18,2,0.2,2,0.2,0,0,1,0.1,0,0,0,0.01,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,9/30/2020,,59,0,0,59,37658,,57,96.61,235915,,0,0,36.96,0,0,0,783,,0,3.39,2,1.25,2,1.25,0,0,1,0.63,0,0,0,0.09,0,0
60,Yukon,Yukon,9/30/2020,,15,0,0,15,3402,,15,100,80900,,0,0,35.67,0,0,0,26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,9/30/2020,,5,0,0,5,4564,,5,100,101061,,0,0,11.07,0,0,0,51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,9/30/2020,,158758,0,9327,158758,7355960,,134971,85.02,193551,,1797,1.14,417.73,24.54,6,5.87,60936,,1234,9.11,14460,38.05,19011,50.02,104,0.27,11005,28.96,54,0.14,1572,4.14,8,0.02
59,British Columbia,Colombie-Britannique,10/1/2020,,9220,0,235,9220,440223,,7695,83.46,85518,,82,0.9,179.11,4.57,1,2.55,6420,,104,13.99,1290,25.06,1557,30.25,15,0.29,677,13.15,6,0.12,97,1.88,1,0.02
48,Alberta,Alberta,10/1/2020,,18235,0,269,18235,1012136,,16370,89.77,228893,,173,0.96,412.38,6.08,2,1.48,0,,157,8.75,1596,36.09,1961,44.35,15,0.34,1045,23.63,8,0.18,149,3.38,1,0.03
47,Saskatchewan,Saskatchewan,10/1/2020,,1927,0,24,1927,160355,,1759,91.28,136046,,14,0.73,163.49,2.04,0,1.25,1644,,9,7.47,144,12.22,170,14.42,0,0,92,7.81,0,0,13,1.12,0,0
46,Manitoba,Manitoba,10/1/2020,,2029,0,20,2029,180920,,1388,68.41,131172,,36,1.81,147.11,1.45,0,0.99,2143,,14,30.61,621,45.02,529,38.35,4,0.29,318,23.06,1,0.07,45,3.29,0,0.01
35,Ontario,Ontario,10/1/2020,,52248,0,2881,52248,3833517,,44422,85.02,260181,,538,1.04,354.61,19.55,3,5.51,38349,,515,9.46,4945,33.56,6572,44.6,26,0.18,3752,25.46,15,0.1,536,3.64,2,0.01
24,Quebec,Québec,10/1/2020,,75221,0,5850,75221,1540680,,63144,83.94,179680,,933,1.26,877.26,68.22,16,7.78,15953,,580,8.28,6227,72.62,8865,103.39,59,0.69,5551,64.74,40,0.47,793,9.25,6,0.07
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10/1/2020,,275,0,3,275,42556,,269,97.82,81509,,1,0.36,52.67,0.57,0,1.09,551,,0,1.09,3,0.57,4,0.77,0,0,3,0.57,0,0,0,0.08,0,0
13,New Brunswick,Nouveau-Brunswick,10/1/2020,,200,0,2,200,67677,,192,96,86602,,0,0,25.59,0.26,0,1,730,,0,3,6,0.77,6,0.77,0,0,1,0.13,0,0,0,0.02,0,0
12,Nova Scotia,Nouvelle-Écosse,10/1/2020,,1088,0,65,1088,96405,,1021,93.84,98438,,0,0,111.09,6.64,0,5.97,831,,0,0.18,2,0.2,2,0.2,0,0,1,0.1,0,0,0,0.01,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,10/1/2020,,59,0,0,59,38011,,57,96.61,238127,,0,0,36.96,0,0,0,353,,0,3.39,2,1.25,2,1.25,0,0,1,0.63,0,0,0,0.09,0,0
60,Yukon,Yukon,10/1/2020,,15,0,0,15,3428,,15,100,81518,,0,0,35.67,0,0,0,26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,10/1/2020,,5,0,0,5,4608,,5,100,102035,,0,0,11.07,0,0,0,44,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,10/1/2020,,160535,0,9349,160535,7423052,,136350,84.93,195317,,1777,1.12,422.4,24.6,22,5.82,67092,,1379,9.24,14836,39.04,19668,51.75,119,0.31,11441,30.1,70,0.18,1634,4.3,10,0.03
59,British Columbia,Colombie-Britannique,10/2/2020,,9381,0,238,9381,447533,,7813,83.29,86938,,161,1.75,182.24,4.62,3,2.54,7310,,118,14.18,1330,25.84,1539,29.9,15,0.29,740,14.38,8,0.16,106,2.05,1,0.02
48,Alberta,Alberta,10/2/2020,,18357,0,272,18357,1012136,,16527,90.03,228893,,122,0.67,415.14,6.15,3,1.48,0,,157,8.49,1558,35.23,1976,44.69,17,0.38,1014,22.93,11,0.25,145,3.28,2,0.04
47,Saskatchewan,Saskatchewan,10/2/2020,,1940,0,24,1940,162094,,1769,91.19,137522,,13,0.67,164.59,2.04,0,1.24,1739,,10,7.58,147,12.47,164,13.91,0,0,94,7.98,0,0,13,1.14,0,0
46,Manitoba,Manitoba,10/2/2020,,2072,0,21,2072,182263,,1399,67.52,132145,,43,2.12,150.23,1.52,1,1.01,1343,,11,31.47,652,47.27,532,38.57,5,0.36,308,22.33,2,0.15,44,3.19,0,0.02
35,Ontario,Ontario,10/2/2020,,52980,0,2957,52980,3872299,,44850,84.65,262814,,732,1.4,359.58,20.07,76,5.58,38782,,428,9.76,5173,35.11,6903,46.85,102,0.69,4075,27.66,90,0.61,582,3.95,13,0.09
24,Quebec,Québec,10/2/2020,,76273,0,5857,76273,1556720,,63683,83.49,181551,,1052,1.4,889.53,68.31,7,7.68,16040,,539,8.83,6733,78.52,9620,112.19,65,0.76,5966,69.58,43,0.5,852,9.94,6,0.07
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10/2/2020,,275,0,3,275,43054,,269,97.82,82463,,0,0,52.67,0.57,0,1.09,498,,0,1.09,3,0.57,3,0.57,0,0,3,0.57,0,0,0,0.08,0,0
13,New Brunswick,Nouveau-Brunswick,10/2/2020,,200,0,2,200,68336,,193,96.5,87445,,0,0,25.59,0.26,0,1,659,,1,2.5,5,0.64,6,0.77,0,0,0,0,0,0,0,0,0,0
12,Nova Scotia,Nouvelle-Écosse,10/2/2020,,1089,0,65,1089,97118,,1021,93.76,99166,,1,0.09,111.2,6.64,0,5.97,713,,0,0.28,3,0.31,3,0.31,0,0,2,0.2,0,0,0,0.03,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,10/2/2020,,59,0,0,59,38011,,57,96.61,238127,,0,0,36.96,0,0,0,0,,0,3.39,2,1.25,2,1.25,0,0,1,0.63,0,0,0,0.09,0,0
60,Yukon,Yukon,10/2/2020,,15,0,0,15,3452,,15,100,82089,,0,0,35.67,0,0,0,24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,10/2/2020,,5,0,0,5,4608,,5,100,102035,,0,0,11.07,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,10/2/2020,,162659,0,9439,162659,7490205,,137614,84.6,197083,,2124,1.32,427.99,24.84,90,5.8,67153,,1264,9.59,15606,41.06,20748,54.59,204,0.54,12203,32.11,154,0.41,1743,4.59,22,0.06
59,British Columbia,Colombie-Britannique,10/3/2020,,9381,0,238,9381,454637,,7813,83.29,88318,,0,0,182.24,4.62,0,2.54,7104,,0,14.18,1330,25.84,1539,29.9,15,0.29,740,14.38,8,0.16,106,2.05,1,0.02
48,Alberta,Alberta,10/3/2020,,18357,0,272,18357,1012136,,16527,90.03,228893,,0,0,415.14,6.15,0,1.48,0,,0,8.49,1558,35.23,1976,44.69,17,0.38,1014,22.93,11,0.25,145,3.28,2,0.04
47,Saskatchewan,Saskatchewan,10/3/2020,,1954,0,24,1954,164291,,1782,91.2,139385,,14,0.72,165.78,2.04,0,1.23,2197,,13,7.57,148,12.56,167,14.17,0,0,91,7.72,0,0,13,1.1,0,0
46,Manitoba,Manitoba,10/3/2020,,2108,0,22,2108,182263,,1409,66.84,132145,,36,1.74,152.84,1.6,1,1.04,0,,10,32.12,677,49.08,550,39.88,6,0.44,279,20.23,3,0.22,40,2.89,0,0.03
35,Ontario,Ontario,10/3/2020,,53633,0,2998,53633,3917041,,45285,84.43,265850,,653,1.23,364.01,20.35,41,5.59,44742,,435,9.98,5350,36.31,7149,48.52,142,0.96,4293,29.14,131,0.89,613,4.16,19,0.13
24,Quebec,Québec,10/3/2020,,77380,0,5867,77380,1573445,,64478,83.33,183501,,1107,1.45,902.44,68.42,10,7.58,16725,,795,9.09,7035,82.04,10300,120.12,70,0.82,6375,74.35,46,0.54,911,10.62,7,0.08
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10/3/2020,,276,0,4,276,43714,,269,97.46,83727,,1,0.36,52.86,0.77,1,1.45,660,,0,1.09,3,0.57,4,0.77,1,0.19,4,0.77,1,0.19,1,0.11,0,0.03
13,New Brunswick,Nouveau-Brunswick,10/3/2020,,201,0,2,201,68874,,193,96.02,88133,,1,0.5,25.72,0.26,0,1,538,,0,2.99,6,0.77,7,0.9,0,0,1,0.13,0,0,0,0.02,0,0
12,Nova Scotia,Nouvelle-Écosse,10/3/2020,,1089,0,65,1089,97863,,1021,93.76,99926,,0,0,111.2,6.64,0,5.97,745,,0,0.28,3,0.31,3,0.31,0,0,2,0.2,0,0,0,0.03,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,10/3/2020,,59,0,0,59,38669,,57,96.61,242249,,0,0,36.96,0,0,0,658,,0,3.39,2,1.25,2,1.25,0,0,1,0.63,0,0,0,0.09,0,0
60,Yukon,Yukon,10/3/2020,,15,0,0,15,3452,,15,100,82089,,0,0,35.67,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,10/3/2020,,5,0,0,5,4649,,5,100,102943,,0,0,11.07,0,0,0,41,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,10/3/2020,,164471,0,9492,164471,7563615,,138867,84.43,199015,,1812,1.11,432.76,24.98,53,5.77,73410,,1253,9.8,16112,42.39,21697,57.09,251,0.66,12800,33.68,200,0.53,1829,4.81,29,0.08
59,British Columbia,Colombie-Britannique,10/4/2020,,9381,0,238,9381,459797,,7813,83.29,89321,,0,0,182.24,4.62,0,2.54,5160,,0,14.18,1330,25.84,1539,29.9,15,0.29,740,14.38,8,0.16,106,2.05,1,0.02
48,Alberta,Alberta,10/4/2020,,18357,0,272,18357,1012136,,16527,90.03,228893,,0,0,415.14,6.15,0,1.48,0,,0,8.49,1558,35.23,1976,44.69,17,0.38,1014,22.93,11,0.25,145,3.28,2,0.04
47,Saskatchewan,Saskatchewan,10/4/2020,,1959,0,24,1959,165343,,1782,90.96,140278,,5,0.26,166.2,2.04,0,1.23,1052,,0,7.81,153,12.98,152,12.9,0,0,81,6.87,0,0,12,0.98,0,0
46,Manitoba,Manitoba,10/4/2020,,2140,0,23,2140,182263,,1421,66.4,132145,,32,1.52,155.16,1.67,1,1.07,0,,12,32.52,696,50.46,554,40.17,7,0.51,260,18.85,4,0.29,37,2.69,1,0.04
35,Ontario,Ontario,10/4/2020,,54199,0,3005,54199,3955405,,45819,84.54,268454,,566,1.06,367.85,20.39,7,5.54,38364,,534,9.92,5375,36.48,7350,49.88,148,1,4368,29.65,136,0.92,624,4.24,19,0.13
24,Quebec,Québec,10/4/2020,,78459,0,5878,78459,1589532,,65304,83.23,185377,,1079,1.39,915.02,68.55,11,7.49,16087,,826,9.27,7277,84.87,10917,127.32,76,0.89,6558,76.48,53,0.62,937,10.93,8,0.09
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10/4/2020,,277,0,4,277,44122,,269,97.11,84508,,1,0.36,53.05,0.77,0,1.44,408,,0,1.44,4,0.77,5,0.96,1,0.19,4,0.77,1,0.19,1,0.11,0,0.03
13,New Brunswick,Nouveau-Brunswick,10/4/2020,,201,0,2,201,69308,,196,97.51,88689,,0,0,25.72,0.26,0,1,434,,3,1.49,3,0.38,7,0.9,0,0,1,0.13,0,0,0,0.02,0,0
12,Nova Scotia,Nouvelle-Écosse,10/4/2020,,1089,0,65,1089,98384,,1021,93.76,100458,,0,0,111.2,6.64,0,5.97,521,,0,0.28,3,0.31,3,0.31,0,0,2,0.2,0,0,0,0.03,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,10/4/2020,,61,0,0,61,38821,,58,95.08,243201,,2,3.39,38.21,0,0,0,152,,1,4.92,3,1.88,4,2.51,0,0,3,1.88,0,0,0,0.27,0,0
60,Yukon,Yukon,10/4/2020,,15,0,0,15,3452,,15,100,82089,,0,0,35.67,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,10/4/2020,,5,0,0,5,4649,,5,100,102943,,0,0,11.07,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,10/4/2020,,166156,0,9511,166156,7625793,,140243,84.4,200651,,1685,1.02,437.19,25.03,19,5.72,62178,,1376,9.87,16402,43.16,22507,59.22,264,0.69,13031,34.29,213,0.56,1862,4.9,30,0.08
59,British Columbia,Colombie-Britannique,10/5/2020,,9739,0,242,9739,469080,,8115,83.32,91124,,358,3.82,189.19,4.7,4,2.48,9283,,302,14.19,1382,26.85,1531,29.74,15,0.29,831,16.14,9,0.17,119,2.31,1,0.02
48,Alberta,Alberta,10/5/2020,,18935,0,280,18935,1012136,,16872,89.1,228893,,578,3.15,428.21,6.33,8,1.48,0,,345,9.42,1783,40.32,2196,49.66,24,0.54,1186,26.82,15,0.34,169,3.83,2,0.05
47,Saskatchewan,Saskatchewan,10/5/2020,,1968,0,24,1968,167284,,1801,91.51,141925,,9,0.46,166.97,2.04,0,1.22,1941,,19,7.27,143,12.13,154,13.07,0,0,76,6.45,0,0,11,0.92,0,0
46,Manitoba,Manitoba,10/5/2020,,2191,0,23,2191,187564,,1429,65.22,135989,,51,2.38,158.85,1.67,0,1.05,5301,,8,33.73,739,53.58,583,42.27,5,0.36,272,19.72,3,0.22,39,2.82,0,0.03
35,Ontario,Ontario,10/5/2020,,54814,0,3010,54814,3992352,,46360,84.58,270962,,615,1.13,372.02,20.43,5,5.49,36947,,541,9.93,5444,36.95,7540,51.17,151,1.02,4283,29.07,140,0.95,612,4.15,20,0.14
24,Quebec,Québec,10/5/2020,,79650,0,5884,79650,1604262,,66180,83.09,187095,,1191,1.52,928.91,68.62,6,7.39,14730,,876,9.52,7586,88.47,11522,134.37,80,0.93,6999,81.63,58,0.68,1000,11.66,8,0.1
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10/5/2020,,277,0,4,277,44362,,269,97.11,84968,,0,0,53.05,0.77,0,1.44,240,,0,1.44,4,0.77,5,0.96,1,0.19,4,0.77,1,0.19,1,0.11,0,0.03
13,New Brunswick,Nouveau-Brunswick,10/5/2020,,203,0,2,203,69649,,196,96.55,89125,,2,1,25.98,0.26,0,0.99,341,,0,2.46,5,0.64,7,0.9,0,0,3,0.38,0,0,0,0.05,0,0
12,Nova Scotia,Nouvelle-Écosse,10/5/2020,,1089,0,65,1089,98840,,1021,93.76,100924,,0,0,111.2,6.64,0,5.97,456,,0,0.28,3,0.31,3,0.31,0,0,2,0.2,0,0,0,0.03,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,10/5/2020,,61,0,0,61,39012,,58,95.08,244398,,0,0,38.21,0,0,0,191,,0,4.92,3,1.88,4,2.51,0,0,3,1.88,0,0,0,0.27,0,0
60,Yukon,Yukon,10/5/2020,,15,0,0,15,3488,,15,100,82945,,0,0,35.67,0,0,0,36,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,10/5/2020,,5,0,0,5,4649,,5,100,102943,,0,0,11.07,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,10/5/2020,,168960,0,9534,168960,7695259,,142334,84.24,202479,,2804,1.69,444.57,25.09,23,5.64,69466,,2091,10.12,17092,44.97,23545,61.95,276,0.73,13659,35.94,226,0.59,1951,5.13,32,0.08
59,British Columbia,Colombie-Britannique,10/6/2020,,9841,0,244,9841,475242,,8184,83.16,92321,,102,1.05,191.17,4.74,2,2.48,6162,,69,14.36,1413,27.45,1537,29.86,17,0.33,828,16.08,10,0.19,118,2.3,1,0.03
48,Alberta,Alberta,10/6/2020,,19211,0,281,19211,1078066,,17030,88.65,243803,,276,1.46,434.45,6.35,1,1.46,65930,,158,9.89,1900,42.97,2322,52.51,23,0.52,1302,29.44,15,0.34,186,4.21,2,0.05
47,Saskatchewan,Saskatchewan,10/6/2020,,1984,0,24,1984,168448,,1821,91.78,142912,,16,0.81,168.32,2.04,0,1.21,1164,,20,7.01,139,11.79,160,13.57,0,0,85,7.21,0,0,12,1.03,0,0
46,Manitoba,Manitoba,10/6/2020,,2246,0,24,2246,189476,,1441,64.16,137375,,55,2.51,162.84,1.74,1,1.07,1912,,12,34.77,781,56.62,614,44.52,6,0.44,293,21.24,4,0.29,42,3.03,1,0.04
35,Ontario,Ontario,10/6/2020,,55362,0,3017,55362,4033008,,46906,84.73,273721,,548,1,375.74,20.48,7,5.45,40656,,546,9.82,5439,36.91,7610,51.65,155,1.05,4277,29.03,143,0.97,611,4.15,20,0.14
24,Quebec,Québec,10/6/2020,,81014,0,5899,81014,1616838,,67033,82.74,188562,,1364,1.71,944.82,68.8,15,7.28,12576,,853,9.98,8082,94.26,12397,144.58,94,1.1,7564,88.21,66,0.77,1081,12.6,9,0.11
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10/6/2020,,277,0,4,277,44809,,269,97.11,85824,,0,0,53.05,0.77,0,1.44,447,,0,1.44,4,0.77,5,0.96,1,0.19,4,0.77,1,0.19,1,0.11,0,0.03
13,New Brunswick,Nouveau-Brunswick,10/6/2020,,205,0,2,205,69953,,198,96.59,89514,,2,0.99,26.23,0.26,0,0.98,304,,2,2.44,5,0.64,9,1.15,0,0,5,0.64,0,0,1,0.09,0,0
12,Nova Scotia,Nouvelle-Écosse,10/6/2020,,1089,0,65,1089,99273,,1021,93.76,101366,,0,0,111.2,6.64,0,5.97,433,,0,0.28,3,0.31,2,0.2,0,0,2,0.2,0,0,0,0.03,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,10/6/2020,,61,0,0,61,39349,,58,95.08,246509,,0,0,38.21,0,0,0,337,,0,4.92,3,1.88,4,2.51,0,0,2,1.25,0,0,0,0.18,0,0
60,Yukon,Yukon,10/6/2020,,15,0,0,15,3522,,15,100,83753,,0,0,35.67,0,0,0,34,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,10/6/2020,,5,0,0,5,4666,,5,100,103319,,0,0,11.07,0,0,0,17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,10/6/2020,,171323,0,9560,171323,7825231,,143994,84.05,205899,,2363,1.4,450.79,25.15,26,5.58,129972,,1660,10.37,17769,46.75,24660,64.89,296,0.78,14362,37.79,239,0.63,2052,5.4,34,0.09
59,British Columbia,Colombie-Britannique,10/7/2020,,9956,0,244,9956,480828,,8296,83.33,93406,,115,1.17,193.41,4.74,0,2.45,5586,,112,14.22,1416,27.51,1561,30.32,17,0.33,818,15.89,10,0.19,117,2.27,1,0.03
48,Alberta,Alberta,10/7/2020,,19354,0,281,19354,1085790,,17163,88.68,245550,,143,0.74,437.69,6.35,0,1.45,7724,,133,9.87,1910,43.19,2322,52.51,21,0.47,1292,29.22,14,0.32,185,4.17,2,0.05
47,Saskatchewan,Saskatchewan,10/7/2020,,1994,0,24,1994,169712,,1832,91.88,143985,,10,0.5,169.17,2.04,0,1.2,1264,,11,6.92,138,11.71,164,13.91,0,0,81,6.87,0,0,12,0.98,0,0
46,Manitoba,Manitoba,10/7/2020,,2278,0,27,2278,191881,,1448,63.56,139119,,32,1.42,165.16,1.96,3,1.19,2405,,7,35.25,803,58.22,604,43.79,9,0.65,285,20.66,7,0.51,41,2.95,1,0.07
35,Ontario,Ontario,10/7/2020,,55945,0,3018,55945,4074870,,47613,85.11,276562,,583,1.05,379.7,20.48,1,5.39,41862,,707,9.5,5314,36.07,7858,53.33,153,1.04,4235,28.74,140,0.95,605,4.11,20,0.14
24,Quebec,Québec,10/7/2020,,81914,0,5906,81914,1629846,,67735,82.69,190079,,900,1.11,955.31,68.88,7,7.21,13008,,702,10.1,8273,96.48,12826,149.58,97,1.13,7626,88.94,72,0.84,1089,12.71,10,0.12
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10/7/2020,,277,0,4,277,45170,,269,97.11,86515,,0,0,53.05,0.77,0,1.44,361,,0,1.44,4,0.77,5,0.96,1,0.19,3,0.57,1,0.19,0,0.08,0,0.03
13,New Brunswick,Nouveau-Brunswick,10/7/2020,,222,0,2,222,70602,,198,89.19,90344,,17,8.29,28.41,0.26,0,0.9,649,,0,9.91,22,2.82,25,3.2,0,0,22,2.82,0,0,3,0.4,0,0
12,Nova Scotia,Nouvelle-Écosse,10/7/2020,,1089,0,65,1089,99867,,1021,93.76,101973,,0,0,111.2,6.64,0,5.97,594,,0,0.28,3,0.31,2,0.2,0,0,1,0.1,0,0,0,0.01,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,10/7/2020,,61,0,0,61,39806,,58,95.08,249372,,0,0,38.21,0,0,0,457,,0,4.92,3,1.88,3,1.88,0,0,2,1.25,0,0,0,0.18,0,0
60,Yukon,Yukon,10/7/2020,,15,0,0,15,3542,,15,100,84229,,0,0,35.67,0,0,0,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,10/7/2020,,5,0,0,5,4704,,5,100,104161,,0,0,11.07,0,0,0,38,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
